Index,Text
7,저희 이제 신한은행 본점 스마트 센터 라는 부서 입니다 고객 마이너스 통장 담당 업무 맡고 있는 부서 입니다 고객
8,동의 해서 번호 건가 마케팅
9,고객 AR 눌러주셔서 저희 이제
10,확인 하고 전화 드려 ARS 랜덤 으로 통화 하는 예요
11,랜덤 번로 아까 말씀드렸다시피 이제 고객 께서 일정 부분 이상 부채 보유 하신 한해 누객 그거 저희 이제 금리 이제 마이너스 통장 발급 드리면 이제 으로 이제 필요 하신 많으시니까 저희 이제 마이너스 통장 사용 하시면서 나머지 대출 부채 직접 정리 하셔라 으로
12,남친 없는데
13,아예 없으십니까 고객 러시 이제 고객 은행 금융 사용 하신 없으십니까
14,금융 사용 하는데 부채 아예 없거든요
15,그럼 사용 하시면서 저희 이제 해당 사항 대상자 들께도 전화 가시거든요
16,달렉 정보 열람 해서 확인 했다는 예요
17,
18,동의 해도
19,이거는요 고객 께서 거절 하시면 거절 하실 있는 ARS 라서
20,아니요 그거 이전 방금 말씀 하신
21,이제 무작위 발송 되십니다 고객
22,무작위 그러면 정보 열람 해서 확인 전화 줬단 말씀 이세
23,고객 그거 이제 동의 거절 하실 있으시니까
24,아니요 통화 받고 거절 하는 나중 문제 정보 열람 했단 말씀 이신 가요
25,죄송합니다 고객
26,그래 거기 갔었다고
27,죄송해서요 죄송해요
28,아니요 지금 녹음 했고요 그러니까 거의 통한 신한은행 스마트 말씀 이세 그러면은 수신 거부 해주시고요
29,
30,위치 어디 저기
31,서울 세종대 위치 하고 있구요
32,시달리 정상 여구 운영 하는 운영 하고 있는데요
33,맞습니다 고객 불편하셨으면 죄송합니다 고객
34,그리고 방금 통화 했다가 바로 끊으신 분들 하고는 통화 불가능하
35,고객 연결 시켜 드릴 있는데요 워낙 이제 상담 업무 많아서요 고객
36,정확히 가면 치단 은행 혼합 센터 맞죠 알겠습니다 금단 한번
1,이라 대리 부탁 한다 선생님
2,이하영 입니다
3,하나 무조건 되고 되신 얘기 하니까 그냥 주거 랜그넹 통장 여기 보내 해준
4,그러세요 부분 먼저 확인 하고요
5,빨리 해야 되는데 담당자 빨리 저기 처리 할라고 그랬었 라고
6,고객 보기 금리 프로
7,건전하지 그거 당연히 배달 반면 프로 프로 이상 되는
8,그러면 고객 그거 보기 에는 금리 높으시고 한도 그만큼 이면 충분히 가능하시거든요 그냥 진행 하세요
9,그럼 받았다가
10,이제 받으시고 오늘 받으시고 오늘 주무관 배송 받아서 바로 성환 들어가자고요 오늘 금요일 잖아요 빨리 진행 해서 오늘 마무리 지어 드릴 있으면 최대한 오늘 마무리 지어 드릴게요
11,그러면 우선 받고 다시 하나로 넣으면 되는
12,고객 께서 직접 하시면 중도 상환 밖에 되시기 의무 원님 배정 받아서 그리고 상환 들어가고 주무관 께서 전산 처리 드려야죠
13,통약 으로 넣으면 되는데
14,그거 아니고요 고객 국한 배정 받아서 티티 계좌 발급 받을 예요
15,대감 그게
16,그니까 상환 변제 전용 계좌 티티 발급 되세요 고객 으로 상환 들어가시면 되세요 말고 부분 고객 말씀 드리는 고객 께서 직접 하시면 중도 상환 잖아요 그러면 저희 전산 처리 해드릴 수가 없어요 처음 부터 고객 말씀드렸던 대출 받으시고 주문 배정 받아서 상원 들어가고 전산 처리 드린다고 처음 부터 고객 말씀 드렸던 거구
17,그거 아닌 그런 으로 가지 리스 피싱 많잖아
18,그래서 고객 말씀 드린 예요 이런 부분 방법 있는데
19,진행 상품 어떻게 믿고 와요
20,고객 상품 사본 다가 알려 드리고 원래 문자 남겨 드리고 다르잖아요
21,근데 그건 아닐 같다 봐도
22,부분 말씀 드렸는데 진행 하실 하시구요 하셔도 상관없으세요
23,그렇겠지만 그래도 방법 에서 그건 그렇네
24,방법 에는 고객 드릴 방법 없으세요
25,오케이 알겠습니다
1,감독 운행 전산 부와 드립니다
2,어디 시라고요
3,금융 감독 은행 전산 보안 입니다 어떤 게로 전화해 주시 문자
4,하나 왔는데 로그인 됐다는
5,그러니까 잠시 개인 정보 관리 해서 지금 메시지 받으셨다는 말씀 이십 니까 본인 인증 사감 으로 로그인 됐다 그러는데 나오 다름이 아니시구요 지금 명의 도용 사건 입니다 명의 도용 사건 으로 저희 접속 건리 여러 차례 신고 들어와서 연락 연락 드린 부분 시대 하시만 여쭤 볼게요 해외 에서 지금 본인 명겨 은행 계좌 로그인 되어 흔적 있습니다 년도 올해 말씀드리는 건데 년도 본인 께서 혹시 홍콩 으로 방문 하신 있으십니까 전혀 없으시다
6,해외 나가면 늦게부터 오래
7,그러면 최근 지갑 분실 하셨다거나 아니면 전화 당하신 있으신 예요
8,아니요 그런 협법 돼요
9,지금 본인 아니시라고 하시면은 누군가 명의 도용 가지 명의 용이 돼서 타인 본인 여기 지금 로그 했다는 말씀 이십 개인 정보 출이 됐다는 말씀 이십 니데 근데 그게 가능한가요 그게 그거 이해 가는 부분 같은 아이피 똑같은 아이피 여백 똑같은 피해자 발생 됐습니다 그래서 저희 서류 작성 해서 선지 검찰청 지금 연결 올리고 있는 상황 입니다 그래서 저희 본인 으로 연락 드린 이후 안전 조치 보완 처리 받으셔야 신다고 권유 하고자 연락 드린 겁니요
10,그래요 그럼 은행 가서 신고 해야 되나요
11,일단 저희 신고 부터 하시는 신고 부터 하셔야 되시는 겠지만은 일단 수원 지방 에서 지방 검찰청 에서 본인 으로 연락 하실 예요 그래서 가시면은 간단한 안전 도치 받으셔야 되시겠습니다
12,생각나면서 참여 보겠습니다 내려 아실 겁니
1,전화 드렸던 입니다 조회 결과 이제 한도 정도 나오시거든요 고객 께서 지금 조이 INU 미래 바로 안전 이렇게 있으시잖아요 혹시 에서 이신 정도 상환 되시나요 부분 상환 왜냐면 GT 아이 점수 초과 되셔가지고
1,지금 한테 일이 알았어
2,한테 보내줄 있어 없어 없으면은 먹여가지고 동영상 찍어가지고 팔아도
3,그러니게 어떻게 하다가 그렇게 됐냐 고요
4,그거 묻지 라고 새끼 납치 했다고 지금 말귀 알아듣겠어 아줌마
5,여보세요
6,원하는 이니까
7,있잖아
8,약속 지키고
9,프어 니까 나도 한국 이고 아줌마 나도 자식 있는 이야 해치기 싫다고 알았어 한테 얼마 해줄 있어요
10,지금 미국 있는데 많아서 보낸 아니거든요
11,제발 유학 보냈는데 없어
12,거기 유학 보낸 아니라 거기 학원 한번 조사 한번 해보세요 거기 가게 이유 둘이서 보내준 거든요
13,그거 한테 얘기 하지 말고 한테 얼마 있어요 얘기 봐요
14,근데 그니까 들어 봐요 보내준 거고 혼자 사는 아줌마 애하 아이 하고 혼자 살아요 혼자
15,그러니까 한테 얼마 있냐고 물어보자고 아니면은 방식 대로 한다고 알았어
16,그러니까 마련 지금 당장 없잖아요
17,그러니까 니까 아주 착해요 그래서 칠기 싫다고 알았어 지금 까지 다쳐서 아줌마 지금 회사 으로 걸어 나가요 지금 알았어 하라 대로 지금 하나 없는데 어떻게 하라 예요 신용카드 없어요
18,카드 없어요 지금 세이 이야 저기 이라 고요 한번 조사 한번 해보세요 이라니 까요 보내준 고요
19,아줌마 그러면 미안한데요 알았어 방습 대로 할게요
20,그러면 애기 한번 바꿔줘 봐요
21,바꿀 필요 없고 되잖아 바꾸지 말고 미안한데요 일단 동영상 부터 찍을게요 알았죠
22,동영상 찍는 한테 전화 해보고 그리고 친절 타는 있었어 아줌마
23,
24,미안한데요 신정 아야 되겠어요 그렇게 해도 되죠
25,그렇게 하면 되겠습니까
26,해주잖아 어떻게 하는 으로 마련 해봐야죠 그게 어떻게 만들어 봐야
27,지금 가지 있는 얼마
28,가지 있는 하나 없어요
29,없으면 어떻게 생활 월급 받아서 산다 니까 상이 라니까 한번 조사 한번 해보세요 얼마 가지 있냐고 통장 지금
30,애기 닦아줘 봐요
31,애기 바꿔줘야 아니에요
32,바꿔지라니까요
33,아줌마 그래 하니까 그렇게 있어
1,고객 금방 통화 했던 담당자 김민정 인데 그게 네이버 에서 안내 혹시 바탕화면 동그랗게 지구 모양 있는 인터넷 으로 한번 들어가 보실까 고객
2,구글 말씀 하시는 예요
3,구글 말고 그냥 인터넷 지구 모양 있는 인터넷 거기 들어가 주시구요 보시 주소창 나오시잖아요 고객 주소창 주소창 지금 영문 으로 있잖아요 고객 영문 으로 주소 다시 지워주시구요 지우 하나 남김없이 지우시고 상태 에서 지우신 상태 에서 다시 번만 불러 드릴게요
4,일이오 이점 이점 그리고 오팔
5,이동 버튼 한번 눌러 보세요 고객 여기 으로 가면 입증 번호 교체 해야 되기 에요 본인 인증 하면은 봐요 고객 단순한 연결 아직 지난 연구 처럼
6,혹시 인터넷 조금 늦어서 그런 아닐까
7,지금 넘어가긴 하는데
8,넘어간다구요
9,인터넷 눈썰매 하는 그럴 수도 있는데요
10,일반 홈페이지 없나요 아피
11,본인 인증 화면 에서 직접 하셔야 돼요 고객 본인 하시고 택결 입청 번호 저희 직접 불러 드리는 거든요 홈페이지 다운 받으셔야 되는데 지금 인터넷 연결 되시면은 아직도 넘어간다는 말씀 아니세요 그래요 고객 그러면 다른 부분 한번 본인 받아 보구 만약 나오면 인증 번호 다시 한번 바꿔서 말씀드릴게요 알습니다 고객 네이버 에서 다시 한번 클릭 주세요 고객 되는지 되는지 확인 해서 한번 확인 주세요
12,시간 뛰에는 연락 주실게요 인제 다가
13,그래 염심 때처 연락 달라 열두 예요 고객 담당자 김민정 희구 고객 전화 드리면 전화 받아주세요
1,말씀 주세요 신한은행 고요 하나 하나 한번 불러 보시겠어요 녹음 시켰거든요 녹음 시키셨다 없어가지고 애기 같이 있어가지고 그래 그러세요 으로 리해 주시 되시고 입금자 성함 업무 법인 장님 으로 나오실 거고 으로 처리 하시면 저희 장님 께서 자금 대기 해놓으셨다가에도 안내 드렸듯이 별도 서류 첨부 심사 필요 없이 저희 자금 쓰셨던 그대로 반환 처리 가능하신 거고 반환 가능하신 고객 처리 하실 빠르 페리 에서 어느 은행 에서 누구 명의 하시는 그러세요 시간 얼마나 걸리실까 분도 걸릴 같아요 알겠습니다 부분 답수 찍어가지고 보내 드릴 하시면 저희 에서는 바로 확인 되십니다 확인 되시니까 처리 하시고 하나 저축 전화 하셔가지구요
2,전산 대기 조금 해달라고 요청 주시겠어요 가겠습니다 감사합니다
1,말씀 주세요 신한은행 고요 하나 하나 한번 불러 보시겠어요 녹음 시켰거든요 녹음 시키셨다 없어가지고 애기 같이 있어가지고 그래 그러세요 으로 리해 주시 되시고 입금자 성함 업무 법인 장님 으로 나오실 거고 으로 처리 하시면 저희 장님 께서 자금 대기 해놓으셨다가에도 안내 드렸듯이 별도 서류 첨부 심사 필요 없이 저희 자금 쓰셨던 그대로 반환 처리 가능하신 거고 반환 가능하신 고객 처리 하실 빠르 페리 에서 어느 은행 에서 누구 명의 하시는 그러세요 시간 얼마나 걸리실까 분도 걸릴 같아요 알겠습니다 부분 답수 찍어가지고 보내 드릴 하시면 저희 에서는 바로 확인 되십니다 확인 되시니까 처리 하시고 하나 저축 전화 하셔가지구요
2,전산 대기 조금 해달라고 요청 주시겠어요 가겠습니다 감사합니다
1,혹시 진행 어떻게 들어가고 있으신 가요
2,아직 본사 심의 전화 받았고 리나
3,서류 냈습니다 내셨고요 근저당 부분 서류 까지 내셨다는 말씀
4,지금 현재 네네 했습니다
5,심사 전화 아직 들어오신 건가 서류 첨부 하셨으면 친해 저축은행 당일 시간 들어가도 당일 송금 처리 까지 끝나니까 저희 에서도 그러면은 준비 지금 부터 두고 시내 저축은행 송금 받으시면 시간 이내 처리 되시게끔 진행 드리겠습니다
6,서류 어떻게 준비 하면 되나요
7,혹시 프리랜서 하셨는데 정확히 하시는 일이 어떻게 되시나요 분이세요 위촉 증명서 하나 보내주세요 추가
8,민적 정명 자로 그렇게 되고요
9,그렇게 되고요 신분증 이랑은 받았잖아요 저희
